LINK	STREET	ANODE	BNODE	LENGTH	type	lanes_ab	speed_ab	cap_ab	lanes_ba	speed_ba	cap_ba	use
444426	Керченская улица	51937	5351	94.4256072991	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444427	Керченская улица	5351	5353	70.021937541	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444428		73029	81769	164.601585174	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444429		81769	36544	216.373980599	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444430		114296	114204	57.5881649219	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444431		72963	72960	83.3941947332	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444432		72980	72979	58.555107109	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444433		865	135273	6.51449126895	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444434		135273	73020	12.9559551989	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444435	Ужгородская улица	4642	4644	108.85191979	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
444436	Ужгородская улица	4644	31722	198.159372608	LOCAL	1	37.2902423866	500	0	0.0	0	ANY
444437		73020	73017	64.181421146	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444438		73021	73002	992.838653722	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444439		73002	870	66.6546779083	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444440	улица Разина	71376	71391	112.990466533	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444441	улица Разина	71391	81406	153.194610461	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444442	улица Разина	81406	81407	46.2938789176	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444443	улица Разина	81407	71279	104.288704733	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444444		36544	17877	286.477950052	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444445		13553	13558	56.314266067	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444446		72979	88317	150.966582735	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444447		88317	72963	142.449501326	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444448		72993	72997	175.716834368	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444449	улица Героев Тихоокеанцев	72997	88566	287.458761551	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444450	Золотой мост	89603	89586	205.792146734	MAJOR	1	37.2902423866	500	0	0.0	0	ANY
444451	улица Леонова	90663	90662	58.8759673248	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444452	улица Леонова	90662	148775	142.938149034	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444453	улица Леонова	148775	4407	102.564759825	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444454	улица Леонова	4407	148809	84.0046882562	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444455	улица Леонова	148809	11418	176.9494954	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444456	улица Леонова	11418	4399	11.2352589456	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444457	улица Станюковича	2736	65147	212.699001639	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444458	улица Станюковича	65147	8645	11.3658669577	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444459		145023	145086	3.05483669687	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444460		34391	103457	53.6393746674	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444461		12793	35312	84.0544195895	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444462		35312	35309	48.2669636482	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444463		35309	34395	48.2297697748	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444464		34395	35308	38.0584253832	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444465		35308	35294	59.4429719384	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444466		35294	35284	15.729253895	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444467		35284	103458	11.5586327195	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444468		103458	34393	7.61614613578	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444469		34393	34391	13.1518415923	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444470		12793	57353	7.02951582281	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444471		57353	34396	5.1148545845	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444472		34396	14513	10.9677516372	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444473		6590	6591	19.6985739673	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444474		6591	6594	143.246180209	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444475		6594	6600	301.27511686	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444476		6591	104150	986.824030828	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444477	1-я Морская улица	3860	3861	115.544299716	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444478	1-я Морская улица	3861	3867	81.1085615201	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444479		136704	136712	17.7593605577	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444480		136706	136699	16.1911922745	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444481		136711	136706	20.9186072235	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444482		136706	136704	9.89606308152	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444483		136704	136703	3.33368941651	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444484		136703	136696	93.511220357	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444485		34428	34442	11.0885905346	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444486		34432	34448	39.8960308564	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444487		126613	126614	11.220128958	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444488		82423	142832	142.139495763	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444489		142832	142842	61.6039787824	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444490		142842	142845	26.4288114843	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444491		142845	142834	111.175261108	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444492		142837	142842	3.89269614975	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444493		142842	142838	59.1308002932	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444494		142844	142845	3.71925669608	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444495		142845	142849	47.6124383257	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444496		142849	142852	11.4045427825	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444497		142852	142856	23.9970612298	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444498		142856	142854	39.7831711578	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444499		142855	142856	4.91298834798	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444500		84417	142857	19.2730398918	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444501		142857	142858	33.2121827838	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444502		142857	142859	55.4692703763	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444503		142859	142855	12.4514354492	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444504		142861	142862	61.8206457569	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444505		142862	142872	101.826018008	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444506		142872	142865	30.4967022881	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444507		82386	142869	13.4973250209	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444508		142869	142870	55.0225735955	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444509		142869	142871	61.0075854317	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444510		142866	142872	9.90195684221	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444511	улица Гастелло	6617	6619	56.1691534914	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444512	улица Гастелло	6619	6622	165.14702151	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444513	улица Гастелло	6622	6625	211.405657166	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444514	улица Гастелло	6625	6626	74.4484932693	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444515	улица Гастелло	6626	6629	174.631111819	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444516		74692	92001	30.1287701732	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444517		941	84747	34.7153344988	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444518		84747	10579	85.1409777357	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444519		23825	23826	82.857335449	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444520		9036	9040	170.220168281	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444521		9040	56761	10.111360093	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444522		56761	9042	60.1408939497	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444523		9042	9043	38.0699058774	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444524		9043	56707	22.0971748589	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444525		134251	134225	43.0655049003	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444526		134225	134253	38.742020871	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444527		18470	18453	157.925668012	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444528	Поселковый переулок	10009	2890	234.019593144	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444529		20026	14020	65.6336179331	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444530	Бульварная улица	18783	18790	157.139204663	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444531		18796	18793	50.2126062033	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444532		34164	34167	35.8402128766	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444533		34164	34874	26.7555373847	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444534		34874	34875	9.07967851795	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444535		34167	34160	41.9572458528	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444536		9482	137568	34.4030319797	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444537		137568	137635	43.8838715321	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444538		137635	137637	18.3763871888	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444539		103629	103693	278.360027021	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444540		103693	103733	767.968774365	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444541		103733	103897	264.600309467	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444542		103897	72303	849.260481539	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444543		72303	148706	101.687543291	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444544		148706	6555	137.910406692	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444545		105135	86736	819.723826439	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444546		82572	142876	25.6724956924	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444547		142878	142879	15.8513024351	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444548		114298	114299	82.8487428228	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444549		114300	14725	118.546814457	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444550	Родниковый переулок	33006	33003	50.5012551614	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444551	Родниковый переулок	33003	33002	129.79680523	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444552	Родниковый переулок	33002	33001	19.2728101542	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444553	Родниковый переулок	33001	33000	90.1117698387	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444554	Родниковый переулок	33000	85458	90.4680976542	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444555		65930	65922	31.5290210917	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444556		65922	65912	26.7015352587	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444557		6172	126602	5.00750081253	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444558		126602	108056	46.5592883429	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444559		2662	2678	377.865136467	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444560		12626	12628	56.8703928448	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444561		80478	5953	300.983048683	RAMP	1	37.2902423866	500	0	0.0	0	ANY
444562	улица Маковского	89430	89431	60.3061751049	FREEWAY	1	49.7203231821	500	0	0.0	0	ANY
444563	улица Шишкина	5951	123777	11.3436123428	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444564	улица Шишкина	123777	123931	25.6321866761	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444565	улица Шишкина	123931	123928	22.1139345883	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444566	улица Шишкина	123928	124498	102.694831915	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444567	улица Шишкина	124498	124490	45.2623887407	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444568	улица Шишкина	124490	124476	41.661535244	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444569	улица Шишкина	124476	124453	54.7787484361	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444570	улица Шишкина	124453	124445	26.3668124082	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444571	улица Шишкина	124445	25843	45.9995157311	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444572	улица Шишкина	25843	124411	149.159465148	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444573	улица Шишкина	124411	84911	38.5995150869	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444574	улица Шишкина	84911	124129	16.0740955108	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444575	улица Шишкина	124129	124558	107.43112582	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444576	улица Шишкина	124558	25840	88.8284534687	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444577	улица Шишкина	25840	124536	72.3463620791	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444578	улица Шишкина	124536	25838	197.859643618	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444579	улица Шишкина	25838	92044	114.5805624	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444580	улица Шишкина	92044	124626	91.5887795757	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444581	улица Шишкина	124626	92040	117.040759333	LOCAL	1	37.2902423866	500	0	37.2902423866	500	ANY
444582		114560	114558	186.950074095	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444583		114623	114730	82.3735212727	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444584		114730	114747	52.9855330083	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444585		114747	114741	28.5908820411	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444586		114310	114304	657.219265225	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444587		114446	114459	13.1573080181	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444588		114439	114427	33.1719173382	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444589		114427	114423	6.16413600721	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444590		114505	114522	12.723406486	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444591		114471	114500	482.886385602	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444592		114522	114623	107.52725166	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444593		114623	114686	151.038345835	OTHER	1	37.2902423866	500	1	37.2902423866	500	ANY
444594		114425	114446	46.4354368089	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444595		134885	90256	7.82003999801	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444596		90256	120731	7.75659446985	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444597		114482	114500	36.0686907193	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444598		114500	114506	14.1766902231	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444599		114506	114512	43.0330329686	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444600		114506	114534	48.2807195937	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444601		114747	114753	47.7523511578	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444602		114730	114697	209.420605602	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444603		114459	114471	7.85045898062	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444604		114471	114525	56.2563393883	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444605		114423	114420	9.31071928598	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444606		114420	114401	123.094314537	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444607		5173	5180	297.65335761	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444608	улица Гоголя	122170	86072	104.168317337	MAJOR	4	37.2902423866	500	0	0.0	0	ANY
444609	улица Гоголя	86072	7875	57.5314263383	MAJOR	4	37.2902423866	500	0	0.0	0	ANY
444610	улица Гоголя	7875	46594	93.0847719341	MAJOR	4	37.2902423866	500	0	0.0	0	ANY
444611	улица Гоголя	46594	7876	101.741816644	MAJOR	4	37.2902423866	500	0	0.0	0	ANY
444612	улица Гоголя	7876	7063	107.295515729	MAJOR	4	37.2902423866	500	0	0.0	0	ANY
444613		93377	93374	29.9059861884	RAMP	1	37.2902423866	500	0	0.0	0	ANY
444614		93374	93381	56.5449546799	RAMP	1	37.2902423866	500	0	0.0	0	ANY
444615		93381	1481	28.3370453447	RAMP	1	37.2902423866	500	0	0.0	0	ANY
444616		121056	121059	16.961376337	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444617		121059	121063	58.1000589072	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444618		121063	121064	15.6698058475	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444619		18463	18443	62.7096358733	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444620		3802	145113	15.3204077923	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444621		145113	67869	6.47100706884	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444622		20412	145215	10.5797606865	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444623		122177	107617	29.4665438038	RAMP	1	37.2902423866	500	0	0.0	0	ANY
444624		65105	65109	13.3397621245	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444625		65107	65109	12.7090544287	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444626		33783	65081	14.9923918116	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444627		65121	33779	79.3842955225	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444628		33787	33779	136.908580099	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444629		33781	65105	28.0625260016	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
444630		65118	65095	54.1502656222	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444631		65095	63387	32.3645597642	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444632		63387	65077	73.1877028066	WALKWAY	1	37.2902423866	500	1	37.2902423866	500	ANY
444633		65076	65077	4.78709473335	LOCAL	1	37.2902423866	500	1	37.2902423866	500	ANY
