['./prepVladGraph2012.py', 'links.txt']
19113 19114 34.614013
19112 19124 82.680500
13885 70371 37.081492
5267 70371 81.707243
24795 98626 83.239638
98626 86080 336.387296
86080 107621 47.822187
107621 8146 119.122999
8146 1486 36.852050
107617 122167 159.366917
122167 122170 25.471773
9042 56764 130.519073
56764 100511 186.002507
100511 100510 25.404797
912 120989 344.653524
120989 6155 108.075711
6155 50795 180.529377
50795 3417 85.828499
885 86123 546.346199
86123 4855 128.602307
4855 4857 111.531076
4857 755 19.212884
94295 94294 42.951549
94297 94295 32.627778
94298 94297 10.397586
94296 94297 10.620122
94294 18808 104.414786
121024 18769 28.070820
18769 1515 30.246755
1515 1508 34.851594
1508 18766 66.963286
18766 1512 21.271709
86146 121025 68.205821
50782 6155 221.271001
869 134434 139.791849
134434 135267 21.496108
135267 868 6.931301
152516 152349 2103.106967
152349 152341 184.002320
152341 152332 190.498525
152332 152312 436.418955
152694 152697 8.129757
152697 152712 49.040012
152712 152716 25.392210
152716 103323 134.959505
152550 152516 669.718425
152516 152475 1365.108752
152717 152713 50.117771
152309 152327 715.119257
103321 152717 95.004584
152717 152694 117.061067
152694 152595 785.955303
152595 152591 105.171802
6905 6907 80.249111
6907 8182 57.141365
84756 84757 59.605082
7243 6439 122.604256
6439 6437 60.198699
6437 46565 357.416011
37287 88439 46.598911
88439 88440 67.648090
88440 37266 33.946699
8159 150064 15.387779
150064 37270 195.631559
37270 37319 106.101576
37319 37267 65.218606
37323 100676 16.063612
100676 88445 95.833615
88445 150098 39.140378
150098 88444 75.802132
88444 37270 16.066148
109263 80604 144.364529
80604 80606 7.228893
93786 71376 142.730514
63648 91344 57.338851
91344 63651 17.109212
63843 63648 20.086945
33998 33906 12.554477
139986 139929 93.838149
139929 60450 23.677210
60450 60448 5.339739
60448 60444 13.073261
60444 60443 5.170695
60443 60359 7.598285
63847 63776 321.454962
89806 90247 14.841555
90247 9262 506.117215
9262 66678 95.086057
66678 16705 10.584884
16705 16707 112.187288
16707 1161 23.421692
1160 16748 21.741545
16748 16704 111.582248
16704 86165 100.788632
86165 134797 36.700396
134797 134795 66.025726
134795 134774 102.638748
134774 135278 3.837963
135278 86168 76.230453
86168 134743 108.675122
134743 134742 26.687161
134742 134833 49.731441
134833 90253 41.815746
90253 86170 13.467143
118115 46248 139.019717
46248 759 37.717227
759 118012 84.625693
118012 46157 8.554595
46157 118009 48.991024
118009 756 100.169058
118116 118115 37.925841
118108 118107 11.854159
118112 118108 2.966348
118115 118112 16.460175
118072 118055 119.335019
118107 118079 130.324351
9908 136480 129.899409
3602 3604 97.217156
3604 3605 50.482392
3605 3606 51.526838
3606 49149 18.288036
31455 8004 95.687094
63355 63382 137.975385
63382 63279 124.395756
63282 63283 6.335766
63293 63292 3.862509
63292 63289 13.108426
5095 63396 26.076933
63396 63282 10.108165
63282 65118 19.538093
65118 63279 7.514556
63299 63293 23.035809
63293 5095 18.878574
10702 4557 16.912987
8850 6784 56.406941
1639 3042 169.948685
3042 142339 27.706892
142339 7063 9.331789
7063 7066 112.190086
96467 107871 51.954120
13548 13550 35.471516
13540 13546 96.360283
86462 8595 56.463098
8595 142669 7.915944
142669 142626 63.273194
142626 95892 70.405103
95892 142570 69.289835
142570 142430 19.227878
142430 142431 16.006584
142431 136082 12.894951
136082 829 44.983472
140762 140773 80.650661
140773 140763 5.801969
17826 108144 7.932046
108144 17827 10.994890
17827 3907 35.663569
21381 102768 569.018280
102768 14084 1590.381011
140764 140772 78.879204
140772 140765 5.877068
91498 91479 262.826799
91479 91474 96.362687
140757 140769 20.419294
140769 140768 6.985317
91482 91479 34.334652
91479 91473 171.945351
8271 8277 101.457474
2640 60370 7.598373
60370 8278 46.573969
8278 8278 312.160408
840 57585 9.990814
57585 57586 3.448590
57586 33348 31.363599
33348 3012 85.481911
69303 69302 43.599032
69302 69287 150.253747
978 50127 106.748973
50127 975 408.830400
90834 90833 13.045418
90833 90820 92.137711
90820 90807 17.887607
90807 90791 29.911889
90835 90834 7.948103
90849 90839 16.015926
90832 90830 11.404690
90761 90743 7.570283
90791 90793 2.299228
59803 59802 4.881513
90755 17489 20.533090
90833 90838 14.804230
90779 90788 3.712681
90861 90839 61.599088
90839 90832 42.089835
90788 90789 1.103141
90789 90791 5.933093
90835 90832 6.344331
90835 140356 30.584352
140356 90868 23.075997
90743 90740 17.813589
90803 90811 6.504463
90811 90820 6.120298
90820 90823 6.526660
90792 90802 5.407570
90802 90807 6.688666
90807 90824 19.504648
90778 90775 11.443639
90775 90755 53.130355
90755 90740 32.821863
90789 90778 54.293517
90778 90825 105.622664
90825 1124 36.672590
90850 90861 35.110157
90861 90866 22.461831
90866 90849 29.851639
90849 90860 37.686420
105832 105825 22.475604
105825 105823 8.976236
10579 105832 10.652234
105832 105822 26.056350
3012 6771 42.777493
6771 35627 74.066183
35627 35655 77.260964
35655 22741 4.464895
22741 22609 8.790891
65697 84867 295.515533
8336 8341 156.838769
8341 86995 70.534791
73015 143462 12.129394
143462 2374 235.153487
2374 2375 63.287408
2375 73008 240.674898
73008 58551 109.685454
58551 6090 17.533966
116463 4645 180.665467
2374 116469 102.830493
3017 86067 51.861246
137591 137594 21.643979
70408 2546 67.448763
137594 143779 15.432056
143779 137596 50.243297
137278 137596 3.680826
70405 70406 11.687258
70406 70407 3.868400
70407 70408 11.634132
2546 70413 339.770584
70413 70414 6.256065
137587 137590 5.514295
137590 143780 17.973210
143780 137598 12.392904
8354 121046 7.140904
121046 111479 161.123729
111479 111471 370.413658
111471 111483 26.156434
121304 121303 4.776333
121303 121293 24.086908
156899 156897 9.884474
156896 156894 19.873862
156897 156896 7.104187
92772 92772 118.356035
92785 11265 90.431579
4542 121220 9.455618
121220 8363 75.276986
8363 19412 20.366428
19412 8364 9.272841
8364 8368 93.518403
8368 90054 255.047797
134858 134859 4.571275
72966 88310 357.838713
45012 118072 139.153184
118072 118079 180.730254
86996 16999 154.019791
16999 729 16.663085
90442 116305 65.215025
116305 4642 157.096445
82085 92010 129.640657
73021 116310 225.381697
90442 89575 226.472328
4644 89576 68.945343
3607 8374 70.690161
101039 101022 155.257324
101070 101055 88.847455
101055 101076 32.694031
101209 101177 238.810731
101151 101153 31.516448
101237 101239 108.878850
101108 101091 60.319875
101091 101096 26.539898
101096 101097 3.971636
101097 101097 186.801631
9328 108042 88.897742
108042 108065 356.469274
108065 100874 4.701898
100874 9326 23.194218
101240 101234 203.215153
101096 101080 26.447282
101145 101152 21.249104
101003 101080 219.979794
101080 101091 27.468084
101091 101108 43.454339
101108 101107 115.757398
101107 101039 488.311608
101039 101070 180.888697
101070 101104 76.606175
101021 101012 39.109164
101248 101241 81.087493
100874 100879 100.342361
101055 101021 72.314094
101189 101175 97.120641
9546 101107 1436.198209
101107 101021 193.438131
21155 22971 669.861953
93797 37488 384.725075
37488 892 6.250985
52437 52441 62.826618
52441 152936 65.915995
152936 152938 20.642547
152938 152944 28.719710
152944 52445 137.364130
52445 52441 16.306331
38902 38918 35.231812
38918 38892 23.427998
38892 38907 51.134529
38907 107876 57.630666
52482 137971 2.817625
137971 52485 216.893158
52485 129545 51.757598
129545 129542 37.025648
10701 10702 25.703706
10702 10705 99.885559
10705 12612 84.160435
88484 88481 116.266439
88481 88474 472.937614
88474 84130 271.809965
71361 88484 213.603315
88484 85520 156.943893
85520 88474 426.075979
52486 52488 44.470902
52488 52490 155.531456
52490 52491 106.495339
52491 138157 9.946267
138157 138149 97.251059
138149 138144 13.056694
138144 138121 31.035134
138121 138113 12.184091
138113 138109 17.337923
138109 4731 22.670237
81622 88481 217.032816
34161 90876 33.260863
52488 52485 56.035551
52485 52499 167.353391
52499 52490 20.680248
136373 135217 7.505456
7847 8395 170.538164
8395 8398 57.863125
22972 22955 133.841629
22955 21150 59.782954
21150 21154 286.427083
3534 84859 31.949329
84859 8857 9.110251
8857 3476 60.776665
89875 3860 95.058449
3860 67638 107.631146
67638 50795 7.070153
107876 38941 10.307888
3886 150517 23.990861
38941 38903 6.622877
3867 3883 475.411978
3475 84869 57.748246
100676 88445 140.864400
37267 149680 118.016396
149680 88442 20.904117
88442 88447 118.950918
88447 150098 151.431586
100593 100657 320.909857
100749 100766 214.302422
6870 100809 171.281821
100575 100707 887.499091
9622 100563 43.338285
100817 100836 193.648043
100796 100787 71.189441
100818 100817 108.147643
56389 98954 108.820903
98954 56390 28.629076
79542 93861 312.084890
93861 56389 56.856135
56389 93858 159.416575
22983 22987 73.156651
22987 112956 93.015390
112956 15654 69.864283
1565 116001 44.457453
116001 3365 77.905523
37584 37595 173.806230
47592 47591 125.693523
121085 121086 5.692388
121086 121087 5.036572
52275 52286 21.625447
3020 52292 15.950633
52292 52283 9.343783
52288 52277 6.033920
52292 52288 21.152224
52288 52275 7.326237
52275 52279 17.450275
52279 52302 17.373129
3907 3911 68.026524
3911 3908 57.836998
3909 80650 8.178522
80650 3911 145.856383
3030 23561 5.740114
23561 23612 1.468230
23612 70456 6.669217
70456 70458 2.725893
70458 23587 1.909066
92019 9108 189.449109
144178 85981 64.935802
85981 85974 160.277410
85974 85975 270.359099
85975 85997 667.941663
3020 52277 28.521436
52277 33819 21.168357
33819 6185 52.389773
6185 70532 12.319580
70532 6186 21.811900
6186 120797 5.967551
120797 6188 67.065718
6188 6180 26.944953
91604 91612 408.384588
91609 91612 625.157374
91612 83000 150.916968
3912 142784 14.119967
142784 112755 17.650574
112755 112746 31.857624
112746 143425 351.686396
143425 71039 4.630381
733 56347 8.171968
56347 143413 26.132085
143413 56370 21.016059
56370 143434 6.844547
143434 143429 24.734516
143429 71039 38.405969
2534 34730 17.068287
34730 107774 71.371827
107774 3930 161.276721
3930 3934 113.952578
3935 14502 14.301623
5351 3680 820.727164
8426 116050 4.385835
116050 50631 46.982234
50631 157121 23.113402
157121 120374 34.555885
18931 18930 134.612940
137629 137635 7.901679
137619 137684 24.296800
137684 142170 17.716199
142170 142168 4.199154
142168 137604 3.556085
137616 137625 41.667841
137625 142173 7.486712
142173 136948 13.765604
25689 31416 2.438105
31416 26679 10.915680
26679 31424 4.169129
31424 26681 66.360553
137568 137639 33.151059
137637 137638 5.911216
137640 137568 60.280244
137611 137625 36.656928
137617 142109 93.819279
137642 137665 65.572169
137665 137667 11.797073
5504 5510 277.327697
4767 65275 16.820833
65275 6193 23.088593
122201 122196 30.988400
137610 137624 29.355858
137624 137627 23.940119
137627 137622 30.236706
137622 137612 22.706183
137608 137611 14.533648
137611 137616 64.273787
137616 137619 17.142125
137619 137617 28.383280
6067 855 34.710305
868 134431 13.799339
134431 104539 52.814493
104539 5181 39.653183
5181 867 64.995291
867 92548 26.693475
92548 135766 70.523299
135766 135772 50.428187
135772 104600 213.712123
104600 9154 56.773286
9154 866 116.690721
8457 8476 370.358075
82708 82152 6.543000
5496 8480 122.764493
15909 15898 38.575029
15898 48648 173.734134
48648 46033 51.666130
46033 877 80.309179
877 86867 66.458009
86867 48958 406.464167
48958 86032 96.777329
145016 145018 22.579110
77612 145019 82.301371
145019 145020 21.833763
145020 145021 82.378589
14740 14740 331.753795
14740 14751 16.630107
14751 14755 84.801897
145028 145033 5.870956
145033 145037 32.233350
145037 145029 42.373338
145029 145031 96.746717
144182 144180 93.066817
144185 144182 36.042213
145038 145039 49.257123
145040 145041 76.289662
145043 145044 73.768198
145045 145046 69.524951
145047 145049 60.626314
145049 145048 13.587288
145049 145052 68.007171
126821 145053 45.091728
145053 145054 28.180751
3703 8484 473.375568
145055 145058 8.833248
145058 145057 37.337533
145059 145060 39.716824
145060 145054 16.240639
145060 145062 42.312927
145020 145063 28.338534
72933 72935 5.516136
145064 145071 11.895409
145071 145070 30.036984
145018 145076 44.118765
145077 145079 68.086814
144181 144184 83.470640
144183 60810 91.366894
145082 145084 22.366685
31525 84828 16.388418
84828 84824 30.582798
84808 84807 100.432143
3534 84869 114.948921
84869 84867 2.578529
84867 3466 74.557546
8857 84844 30.380085
84851 84859 33.791277
137034 137033 19.993392
137026 137024 11.926242
7011 91511 43.145254
136912 137035 17.639388
137035 136913 24.377378
137026 137032 26.656758
137032 137697 14.214762
137697 137034 11.823989
137034 136912 33.576394
869 8488 125.702414
8488 134485 13.682126
134485 134571 74.835417
134571 9132 44.211435
1052 88022 364.655950
137658 137605 24.478567
137665 137656 74.180569
137675 137683 15.681892
137650 137658 42.234609
137658 137661 18.579612
137673 137677 16.458872
137677 137684 78.873706
137677 137667 10.942336
137667 137673 13.813749
137673 137605 11.437037
137605 137680 3.258744
137680 137608 16.627816
8498 8669 477.204141
104497 141543 46.219493
141543 141565 38.607581
141565 141577 26.209349
141577 141582 4.544584
141582 104516 95.214699
141523 141514 42.174610
141621 135854 3.620948
141522 141526 9.338303
141589 141593 7.109203
141545 141535 10.822888
141535 141532 19.402686
141564 141585 20.782950
141585 141587 6.873245
141605 141617 9.550280
141543 141526 32.221045
141526 141523 11.136574
141573 141565 22.865931
141579 141587 23.463850
141587 141593 13.315797
141593 141596 12.164057
141596 141598 3.862098
141511 141516 15.644279
141516 141545 53.737335
141545 141577 28.209190
141596 141605 28.957740
141605 141614 3.065885
141614 135854 79.711621
910 8513 34.118588
8513 8514 27.394621
35756 35777 17.272170
35756 35778 48.306810
35778 35779 48.183144
35779 35780 77.076649
35778 35781 80.434164
35779 35782 85.212483
35780 35801 218.757442
35780 35803 76.073990
35780 35863 183.764405
35863 35808 15.423439
81378 81377 175.358279
3706 17628 9.849122
17628 3703 20.721885
3703 5367 6.209417
5367 3711 396.534763
3711 7883 476.688510
7883 7878 346.092898
149862 149863 77.842701
149863 149883 75.330145
149883 3421 11.019788
93808 93805 147.706749
93805 3601 13.486580
74172 74151 290.454814
74151 74173 149.359393
74173 74195 55.816387
74195 74211 36.352768
116331 74174 83.684684
74174 74172 69.514389
74172 55592 249.624120
25509 25516 161.246714
25516 25519 85.558721
25519 25521 66.084485
25516 25537 312.250904
25509 25544 124.382553
25545 25519 184.064849
25552 25556 120.530360
25567 25571 69.223248
25571 25560 41.259647
14087 25577 166.627957
25577 25571 138.060547
6206 13165 67.475428
107146 107145 37.210795
6206 6209 50.154344
14084 25567 144.393237
25567 25586 9.454015
25586 25552 132.935938
25552 25545 131.365782
25545 25594 23.063037
25594 25601 35.249348
25601 25606 22.994555
25606 25594 29.912110
25601 25614 60.026600
33073 33074 9.747205
25614 25521 130.125421
25521 25641 628.231946
25641 56058 198.503363
25586 25556 119.668932
65788 65774 69.458973
65774 68945 5.225437
68945 68942 95.557801
68942 65745 42.236099
65745 3003 7.918949
122508 141677 361.856148
141669 141668 12.542943
141668 141660 107.631681
141660 141650 44.413400
141650 141636 196.998085
141636 141630 29.492137
141628 141630 20.932415
141636 141635 4.028037
141635 141634 10.221293
141638 141634 45.043632
141661 141660 11.330678
141660 141658 10.949074
141650 141655 54.566255
141647 141658 90.129175
98231 98234 75.979105
98234 98241 25.446566
98241 150027 112.828322
150027 98247 50.984890
98247 98268 75.492543
98268 98264 27.558156
141632 5540 195.770813
5540 87910 261.991867
87910 137282 46.086798
137282 1075 35.446079
1075 137284 8.043415
137284 87103 91.947263
87103 102803 93.315800
102803 137015 25.006259
137015 43056 142.396780
43056 139716 6.487342
139716 137167 60.714423
137167 1080 28.462420
1080 1081 70.086514
5261 98231 141.628081
98231 98264 36.342060
98264 98262 135.168955
5261 98215 108.737733
98156 68558 60.247776
98209 5266 199.995311
98184 98165 104.059916
6183 8523 316.564686
8523 94713 15.876885
94713 72881 67.197005
72881 70573 17.468856
70573 72927 24.763037
72927 70575 12.569591
70575 3780 17.919651
91386 55593 88.134178
66943 68904 15.526618
68904 66945 14.783648
66945 66936 26.434857
66936 66940 173.344758
7233 66936 111.157866
6483 60757 6.662747
60757 62267 72.591326
62267 8527 132.049129
8527 68573 31.181471
68573 8531 146.522571
91503 91509 262.477669
91509 91510 45.896773
8531 62227 3.636429
62227 62221 29.869655
6771 24029 7.205028
24029 22744 8.335728
22744 35683 29.008352
35683 33295 220.938368
77503 91513 122.508981
8552 14253 7.724856
14253 136314 26.997987
136314 8553 28.012118
8553 136676 16.432986
136676 65616 65.487056
65616 136663 14.544257
136663 65615 26.079101
93871 5549 346.984184
5266 93871 321.511410
835 86139 4.832222
86139 14257 6.368472
14257 6526 74.476554
6526 135247 92.464450
135247 66683 32.161755
66683 6530 12.451590
6530 143134 22.615942
143134 135240 4.823114
135240 135289 28.036888
135289 6531 13.363059
6531 136316 75.540163
136316 6545 11.604536
6545 143028 56.904574
143028 65613 4.673265
65613 6533 13.938773
6533 141497 100.249557
141497 47838 57.522055
47838 52437 26.695517
52437 141496 54.313278
141496 9492 45.226059
87569 143195 45.488865
14243 65618 29.424972
65618 65233 21.169592
65233 8571 35.242978
8575 113216 128.901127
113216 8585 329.330127
9150 134597 135.497517
134597 9153 18.467488
12791 12792 15.781603
77154 77184 55.458678
77184 9109 248.852376
9109 9110 30.791926
9110 9114 134.237953
9114 2662 32.664729
12792 12793 19.288165
84516 73664 104.931108
73664 84510 133.847531
84510 84517 29.123729
44270 84518 12.078308
84518 73638 50.576427
73638 73660 42.261661
47870 141697 102.066863
46594 142337 13.143112
142337 46593 133.038715
91511 91514 101.815758
138354 138355 83.941713
84608 84603 103.925150
84603 84616 872.255342
6443 66953 109.632630
6445 7236 39.042775
7236 7243 224.290448
35885 35971 7.405814
35971 35973 6.091144
35973 35972 27.924995
35972 35975 290.665417
35975 4267 276.491984
7883 7887 152.450744
87011 142794 5.659242
142794 142737 14.194106
142737 142793 58.550346
142793 1138 12.951453
3848 118726 24.424675
118726 118725 1.869903
118725 142711 31.264402
142711 87011 5.333318
58590 58589 15.971762
58592 58591 2.535986
58591 58590 2.362385
58589 67720 102.546183
67720 58586 5.163025
58586 58585 4.788652
72953 72974 256.215016
137697 137714 36.397237
137714 137715 2.516162
137715 137718 19.885304
137718 137699 59.008768
137699 137692 20.987021
1934 114310 390.775614
114310 93835 710.745365
137035 137726 36.519255
137715 137692 19.115142
137724 137727 32.480266
137728 137726 6.180887
137689 137714 21.697199
137687 137685 16.780204
137689 137687 21.729387
137687 137032 8.071479
136912 137724 52.700714
137724 137761 64.016063
137761 47912 19.424019
7704 149882 88.128280
149882 149876 78.642554
149876 8215 95.889865
58597 58599 20.204726
58601 40358 2.753362
40358 58597 69.578294
149882 149863 20.627972
149876 149883 25.812963
157074 157058 124.192782
35876 35879 14.565843
32981 46243 50.390718
132924 132942 309.804154
132877 132835 117.989919
132835 132817 64.405524
132817 132798 33.825708
132817 132805 54.638738
132805 132859 302.348206
132798 132766 70.097747
132881 132877 14.553512
132921 132924 16.130619
132766 132693 118.801477
132805 132835 35.572276
105584 132942 25.712273
132942 132881 295.023642
132884 132921 168.749077
132735 144861 17.575034
105552 132849 247.983001
132798 132735 190.162409
132735 132787 83.703839
46771 14755 163.427285
14755 14763 154.677810
144863 144879 353.731101
56649 89763 5.309710
89763 7888 63.064329
7888 105865 64.727975
105865 105869 16.568705
105869 2729 103.453256
120045 115991 8.301485
120038 120045 18.037180
63382 63381 32.215903
9100 63362 124.794056
64783 64781 150.105769
12852 3318 12.634773
3318 57370 3.272047
57370 11098 4.433637
11098 66373 89.819781
66373 12854 99.737968
12854 12859 5.484787
12859 86935 3.969453
86935 12860 10.723171
12860 12861 20.014442
12861 36931 34.375195
36931 12863 5.769207
12861 12865 47.184988
86070 14453 82.270664
14453 92785 22.096830
92785 4764 33.825482
756 4782 534.213486
11265 92786 15.763627
92786 92795 42.596377
4200 57419 473.728024
57419 5913 250.828533
89250 88016 124.873814
65858 43791 18.064837
43791 65865 7.638922
65865 33109 29.596206
33109 43792 28.111301
43792 43794 7.265523
24077 43791 23.611334
33109 33108 38.535685
65868 65861 11.101982
24077 65861 29.095813
65792 24061 7.807432
65846 65836 4.290659
65865 33110 37.553411
65808 65836 20.972060
65836 65816 7.324711
24061 65795 23.044572
65795 76549 38.829865
65836 65800 21.460636
65800 65795 17.067054
65803 76549 7.396438
76549 76551 5.592395
65847 70489 2.252610
70489 24075 2.625007
24075 33120 49.557131
33120 6180 13.783036
6180 70562 45.480610
70562 6182 59.757958
6182 6183 55.486092
138609 138601 147.045111
138601 138595 171.229051
138508 138489 210.008097
138484 138457 204.981207
138457 138455 178.707959
138529 138526 11.911346
138615 138609 46.311096
138545 138529 180.339769
138529 138508 264.881998
138508 138484 161.412265
138484 138482 11.506986
138591 138545 417.602562
138476 138457 56.151863
138457 138450 21.738114
3923 71038 106.251678
71039 143428 4.721117
143428 56345 218.097469
56345 3923 123.616711
93846 93836 593.112048
107648 107647 10.025299
107647 107648 10.067183
107648 2757 3.005657
2757 89536 9.492843
89536 142007 87.630735
142007 96029 6.641500
96029 17567 56.140471
17489 90740 57.240540
90740 17502 6.924452
137617 137626 14.793427
2284 88902 130.420569
88902 23937 7.988373
7905 120470 109.637724
120470 120466 96.330113
137615 137622 23.674704
137622 137624 10.736917
137624 137626 14.836155
137626 137609 37.255681
3966 34549 129.303771
34549 3962 23.512026
3962 52191 24.522018
52191 3960 100.955628
3960 3941 174.749739
3941 2538 87.197525
2538 3930 84.199154
878 70619 11.494179
70619 23937 31.706851
23937 111388 13.606436
121018 122195 4.719691
6068 10767 65.766646
10767 2903 54.231608
2903 10767 44.276613
137626 137627 21.211304
137627 137629 32.704989
121219 121220 61.334334
121220 121221 54.237734
121221 121222 38.260906
137623 137629 68.311698
137629 137634 15.678289
137634 137636 35.682114
120900 120881 16.801986
120881 23937 33.950568
10656 149982 947.122556
84242 84262 138.003550
84261 84242 130.937539
84242 84253 167.573237
84253 84254 13.819834
120922 120925 8.755235
120925 120926 9.131673
31505 121226 50.007261
5187 46615 307.005292
140336 140323 7.375629
140323 7852 103.968161
80611 82654 151.444095
2389 2531 58.665678
2531 2526 274.406258
2526 120964 550.355998
80632 80621 41.353230
142875 135751 5.899116
135751 82386 27.426036
82386 142009 48.233453
142009 2290 27.985062
2535 34729 15.861394
46849 4397 258.967391
34549 3586 55.036472
5598 35499 5.057587
35499 2542 25.409079
2542 7857 57.845377
7857 2545 197.654722
71038 62452 108.649563
62452 86086 19.730346
145019 145023 33.006727
4628 17539 18.044916
17539 140374 34.383080
140374 17540 11.834422
17540 1125 58.690413
17540 140375 4.042617
140375 17564 45.990666
17564 96029 153.113677
145033 145035 48.269471
145035 145036 61.953668
145035 145037 29.365851
67420 68389 108.536047
68389 105838 63.588477
105838 105840 12.604740
105840 92282 90.036043
92282 92317 272.488139
92317 67428 11.212868
142428 142429 5.767004
142432 142431 5.925849
142431 142429 9.197423
142433 142428 91.740316
142428 142425 17.490970
141955 142429 160.915276
142430 142571 7.399704
142571 142425 7.376070
142425 142422 22.134488
88495 86165 99.291845
6164 34285 9.683305
34285 34286 77.904367
34286 36908 20.903637
36908 899 6.822782
89976 89978 78.432331
58639 58640 6.900019
58638 58639 14.695817
58636 58637 4.958210
58637 58638 11.450976
89978 89974 171.229963
145009 145053 33.733598
6041 38469 72.566326
38469 37684 8.721451
37599 37763 194.205721
37699 37701 172.456740
37702 37704 108.834420
37705 37707 91.332367
143469 121360 10.554026
135738 121357 6.459221
143469 143467 26.540597
143508 89586 96.620872
143462 143464 25.962088
143464 143467 44.363863
145010 145064 15.034010
145064 145065 15.888152
145065 145070 124.960057
145070 145065 28.464810
65877 65876 4.947212
65897 65886 31.203292
65876 60939 15.368970
60939 33901 12.477501
33901 33903 7.641963
140224 7853 13.079875
4763 52700 10.994637
52700 57322 4.048324
57322 14342 2.864615
14342 58393 25.888088
58393 70414 208.037848
70414 35640 76.873687
35640 22610 307.344276
22610 3014 11.131255
145079 145080 17.985331
38256 41454 91.916352
145081 145082 21.141297
145082 145083 40.036330
16943 1132 70.293321
2893 2940 25.065975
3576 3300 58.537357
115979 115984 58.975807
115984 115947 167.930928
115947 115936 15.967715
86130 115918 381.631927
115918 115916 13.632991
115930 115931 117.521959
86131 115923 122.310913
115954 115948 125.552427
115947 115953 239.613558
115910 115895 115.704141
115895 115891 19.251267
115984 115954 26.181713
115954 115937 62.096394
115895 115907 139.168123
115918 144168 243.929465
144168 115888 36.239937
5963 14802 71.160076
14804 14817 196.458672
14817 14820 206.273968
6533 136632 48.747838
137125 137126 81.445626
137126 137128 31.310139
137128 137132 54.330687
52305 23633 5.795259
23633 52311 5.363059
52311 52308 82.512992
102855 8129 108.001882
8129 102853 160.075668
102929 102919 52.476503
6440 4198 37.241459
61352 102926 235.739504
52311 97701 4.353127
97701 97701 105.605714
69325 138990 26.905908
138990 69327 5.501385
91521 91518 186.547110
69302 69325 255.346897
69287 69281 13.533058
69281 69280 8.389192
69280 69274 13.850090
69274 1312 95.845453
1312 69213 41.858114
69213 69211 30.615530
75184 75193 19.750913
75199 75210 38.860225
75185 75184 67.590678
75184 75196 28.698986
75196 75199 8.129979
75199 75211 36.412211
63395 63394 17.747770
63387 63388 7.757375
63386 63387 3.990711
63397 63396 6.711188
63396 63395 26.191078
63395 63406 70.187258
81611 81618 659.454819
6651 109315 13.038124
109315 6658 350.365087
6658 9549 241.512721
9549 6669 304.796377
6669 6675 386.294766
81627 81638 213.705406
81638 85117 194.478635
85117 81384 66.009931
81624 81626 65.208632
81626 81627 272.581887
71410 71359 231.460028
6250 81624 70.171015
81624 81625 254.531946
81628 81638 163.661455
81606 81601 224.740384
11585 11589 120.238550
84906 95043 146.314743
95043 95032 385.911476
95043 95038 134.119794
94993 130926 336.532719
130926 130935 310.497603
130935 94969 571.482318
94969 111888 1029.596368
120479 120481 5.128050
3548 6826 198.939456
6826 92881 68.580966
92881 84149 16.175282
84149 6830 160.353919
6830 6819 85.984524
17738 17745 102.635318
17745 17753 76.058425
17753 17737 8.256172
125422 125419 49.798517
92795 33980 62.958471
33980 36962 36.114746
36962 57364 3.592054
57364 121304 55.770556
121304 740 26.757549
142890 142885 110.657448
129732 142881 219.632275
4782 4789 248.466965
4789 93836 47.830156
93836 91991 65.239035
91991 91974 106.053626
91974 4773 470.589791
4804 4811 616.759436
4773 4802 384.578921
4802 4804 82.378325
81427 84142 391.584426
84142 84136 197.848864
84136 84134 116.408956
84134 71436 364.799690
71436 84131 365.496371
84131 84130 365.386708
84130 81618 56.327648
84015 9265 105.663357
70940 84052 168.625012
84052 84058 69.213732
84058 84064 72.149100
143594 143599 7.465668
143599 143595 1.766930
91399 81432 121.449243
85567 91402 66.385305
91387 91391 250.358645
6228 120719 8.879413
120719 83993 244.588057
84052 84054 188.493581
84054 84046 129.245847
70880 84046 117.263550
84046 84049 115.933253
84049 84060 192.614496
84060 84068 77.897423
84054 84049 155.610994
84033 84043 133.220219
70972 70988 83.147161
84078 84066 64.325458
84066 84059 73.324348
84059 84054 68.041315
11634 11637 47.013383
80664 125622 4.930615
84112 84118 132.718913
84142 84139 78.105098
84139 84135 191.294203
91522 91526 104.791876
98911 84033 369.366227
84058 84059 190.894665
84059 84060 278.820237
84071 84083 124.496518
84083 84090 278.908944
84090 84084 205.506368
84077 84078 235.695202
84078 84076 75.404578
25239 84064 37.856404
84064 84066 193.517427
84066 84068 284.938052
84068 84079 108.960307
3756 31821 141.539164
31821 4473 9.345491
4473 4475 91.913148
4475 4477 121.495646
4477 22206 29.610101
22206 21372 18.988507
21372 86900 132.536528
86900 4482 244.459698
68034 68025 30.255079
68041 68048 53.339183
3003 3033 93.207511
60855 68041 35.729279
68041 68046 21.871969
70893 84096 718.736882
70928 84112 88.232185
84112 84096 335.145296
140651 140653 95.807723
2629 96315 215.529611
96315 96313 21.385635
8604 8215 406.778395
8215 8609 309.919426
86560 7464 694.701381
4366 106985 192.682692
91431 91427 126.961206
44616 44617 8.811801
44617 44618 18.487774
40115 40126 218.225599
44662 44670 146.923546
44689 44694 207.806979
44694 44699 173.834462
86025 134841 27.076804
134841 2631 199.724180
2631 2632 107.423662
89334 93799 285.235720
